id   Names        X       Y       RA      DEC         V    BV  Prob 
 2032  -9999999   -173.78   56.63  19:53:33.86  18:47:38.6   18.35  0.81  95
 2033  -9999999   -165.74   56.13  19:53:34.42  18:47:38.1   18.99  0.86  96
 2034  -9999999   -166.20   59.05  19:53:34.40  18:47:41.0   19.39  0.91  69
 2035  -9999999   -168.93   67.06  19:53:34.20  18:47:49.0   18.98  0.88  92
 2036  -9999999   -166.57   66.84  19:53:34.36  18:47:48.8   17.99  1.05   0
 2037  -9999999   -155.66   67.25  19:53:35.14  18:47:49.2   18.34  0.78  95
 2038  -9999999   -155.94   73.68  19:53:35.11  18:47:55.6   17.69  0.86  99
 2039  -9999999   -162.51   75.15  19:53:34.65  18:47:57.1   18.14  0.85  95
 2040  -9999999   -167.96   79.43  19:53:34.27  18:48:01.4   14.92  0.71   0
 2041  -9999999   -161.54   85.76  19:53:34.72  18:48:07.7   17.92  1.03   0
 2042  -9999999   -156.70   81.82  19:53:35.06  18:48:03.8   17.88  0.80  98
 2043  -9999999   -160.60   92.01  19:53:34.79  18:48:14.0   18.78  0.82   0
 2044  -9999999   -157.33   94.34  19:53:35.02  18:48:16.3   19.64  0.91   0
 2045  -9999999   -154.22   95.91  19:53:35.24  18:48:17.9   18.70  0.79  92
 2046  -9999999   -151.72   90.93  19:53:35.41  18:48:12.9   18.94  0.97   0
 2047  -9999999   -141.34   82.89  19:53:36.15  18:48:04.8   18.76  1.23   2
 2048  -9999999   -126.94   80.01  19:53:37.16  18:48:02.0   18.05  0.85  98
 2049  -9999999   -133.57   93.07  19:53:36.69  18:48:15.0   18.40  0.85  93
 2050  -9999999   -140.55   98.37  19:53:36.20  18:48:20.3   18.58  0.83  83
 2056  -9999999    -46.92  106.76  19:53:42.79  18:48:28.7   18.20  0.80  96
 2057  -9999999    -44.81  105.18  19:53:42.94  18:48:27.1   20.13  0.57  28
 2058  -9999999    -37.95  113.10  19:53:43.43  18:48:35.1   19.21  0.97  96
 2059  -9999999    -31.15  113.22  19:53:43.90  18:48:35.2   19.44  0.97  64
 2060  -9999999    -20.27  101.26  19:53:44.67  18:48:23.2   18.35  0.81  97
 2061  -9999999    -14.25  107.68  19:53:45.09  18:48:29.6   18.49  0.79  91
 2062  -9999999    -11.87  108.49  19:53:45.26  18:48:30.4   19.07  0.78  72
 2063  -9999999     -4.34  116.81  19:53:45.79  18:48:38.8   19.77  0.95  49
 2064  -9999999      1.50  114.51  19:53:46.20  18:48:36.5   19.48  0.85  66
 2065  -9999999      0.92  108.87  19:53:46.16  18:48:30.8   19.62  0.92  93
 2066  -9999999      6.58  110.63  19:53:46.56  18:48:32.6   17.78  0.79  98
 2067  -9999999     24.59  116.52  19:53:47.83  18:48:38.5   19.32  0.90  97
 2068  -9999999     24.76  110.89  19:53:47.84  18:48:32.8   17.66  0.85  99
 2069  -9999999     33.24  115.27  19:53:48.44  18:48:37.2   18.47  0.82  95
 2070  -9999999     46.59  109.87  19:53:49.38  18:48:31.8   18.99  0.86  95
 2071  -9999999     47.90  106.85  19:53:49.46  18:48:28.8   19.85  1.05  90
 2072  -9999999     51.48  110.11  19:53:49.72  18:48:32.1   17.67  0.85  87
 2074  -9999999     75.41  102.87  19:53:51.41  18:48:24.8   18.31  0.92   0
 2075  -9999999     77.60  101.37  19:53:51.57  18:48:23.3   20.45  0.94  62
 2076  -9999999     81.43  101.85  19:53:51.83  18:48:23.8   20.22  1.09  63
 2077  -9999999     86.64  101.10  19:53:52.20  18:48:23.1   19.54  0.79   0
 2078  -9999999     89.27  102.05  19:53:52.39  18:48:24.0   18.01  1.06   0
 2080  -9999999    105.67  100.36  19:53:53.54  18:48:22.3   18.08  0.77  82
 2082  -9999999    110.09  102.85  19:53:53.85  18:48:24.8   19.43  0.86  84
 2083  -9999999    119.77  100.21  19:53:54.53  18:48:22.2   19.00  0.89   0
 2084  -9999999    111.87  106.29  19:53:53.98  18:48:28.2   19.00  0.91  60
 2086  -9999999    109.39  109.94  19:53:53.80  18:48:31.9   18.47  0.71  99
 2087  -9999999    104.18  109.90  19:53:53.43  18:48:31.9   19.63  0.96  55
 2088  -9999999     98.33  109.87  19:53:53.02  18:48:31.8   18.96  0.82  59
 2089  -9999999     95.81  114.73  19:53:52.85  18:48:36.7   19.88  1.00  17
 2090  -9999999     98.79  120.20  19:53:53.05  18:48:42.2   16.68  0.64  94
 2091  -9999999     98.42  124.73  19:53:53.03  18:48:46.7   18.52  0.92   0
 2092  -9999999     95.18  125.27  19:53:52.80  18:48:47.2   18.40  0.73   0
 2093  -9999999     94.91  112.69  19:53:52.78  18:48:34.6   19.55  0.75   0
 2094  -9999999     92.41  111.19  19:53:52.61  18:48:33.1   19.48  0.75  90
 2095  -9999999     84.43  116.95  19:53:52.04  18:48:38.9   16.92  1.12   4
 2096  -9999999     68.64  114.17  19:53:50.93  18:48:36.1   19.82  1.00  72
 2097  -9999999     60.84  109.35  19:53:50.39  18:48:31.3   19.02  0.90  88
 2098  -9999999     57.29  110.34  19:53:50.13  18:48:32.3   19.42  0.86  82
 2099  -9999999     59.74  119.71  19:53:50.31  18:48:41.7   16.62  1.36   0
 2100  -9999999     56.40  119.57  19:53:50.07  18:48:41.5   19.19  1.15  67
 2101  -9999999     51.42  121.75  19:53:49.72  18:48:43.7   18.12  1.11   0
 2102  -9999999     48.79  120.70  19:53:49.54  18:48:42.7   18.86  0.83  67
 2103  -9999999     49.88  125.80  19:53:49.61  18:48:47.8   18.31  0.79  97
 2104  -9999999     47.11  129.51  19:53:49.42  18:48:51.5   17.70  0.82  96
 2105  -9999999     42.37  134.81  19:53:49.08  18:48:56.8   17.76  0.84  98
 2106  -9999999     40.53  142.31  19:53:48.95  18:49:04.3   19.21  0.91  97
 2107  -9999999     50.35  148.17  19:53:49.65  18:49:10.1   19.37  0.76  84
 2108  -9999999     51.87  143.75  19:53:49.74  18:49:05.7   19.32  0.81  18
 2109  -9999999     48.09  140.97  19:53:49.49  18:49:02.9   19.81  0.99  87
 2110  -9999999     50.65  140.52  19:53:49.67  18:49:02.5   20.12  0.66  23
 2111  -9999999     55.09  139.89  19:53:49.98  18:49:01.9   16.70  0.95   0
 2112  -9999999     51.26  134.50  19:53:49.71  18:48:56.5   17.87  0.93   0
 2113  -9999999     54.26  128.17  19:53:49.91  18:48:50.1   18.71  0.79  96
 2114  -9999999     57.16  124.01  19:53:50.12  18:48:46.0   19.45  0.91  70
 2115  -9999999     63.67  132.99  19:53:50.58  18:48:55.0   19.57  0.78  90
 2116  -9999999     73.98  131.82  19:53:51.31  18:48:53.8   17.61  0.83  97
 2117  -9999999     83.26  120.98  19:53:51.95  18:48:42.9   18.20  0.86  97
 2118  -9999999     88.84  128.46  19:53:52.35  18:48:50.4   18.39  0.74  99
 2119  -9999999     82.81  135.44  19:53:51.93  18:48:57.4   18.05  0.81   0
 2120  -9999999     33.42  139.22  19:53:48.45  18:49:01.2   19.41  1.43   0
 2126  -9999999     28.20  136.55  19:53:48.08  18:48:58.5   17.88  0.78  98
 2127  -9999999     22.73  133.43  19:53:47.70  18:48:55.4   18.16  0.96   0
 2128  -9999999     19.61  129.47  19:53:47.48  18:48:51.4   18.55  0.88  97
 2129  -9999999     17.44  132.52  19:53:47.33  18:48:54.5   18.55  0.80  94
 2131  -9999999     19.68  126.29  19:53:47.48  18:48:48.3   19.11  0.84  97
 2132  -9999999     20.97  123.25  19:53:47.57  18:48:45.2   19.22  0.82  90
 2133  -9999999      6.76  128.42  19:53:46.57  18:48:50.4   19.54  0.96  61
 2134  -9999999      6.52  132.21  19:53:46.56  18:48:54.2   19.72  1.06  58
 2135  -9999999      8.93  136.49  19:53:46.73  18:48:58.5   16.89  0.88   0
 2136  -9999999     16.26  139.83  19:53:47.24  18:49:01.8   17.78  0.90   0
 2137  -9999999     15.47  144.74  19:53:47.18  18:49:06.7   18.63  0.86   0
 2138  -9999999     20.10  142.12  19:53:47.51  18:49:04.1   19.16  0.80  95
 2139  -9999999     26.40  151.04  19:53:47.96  18:49:13.0   19.86  0.88  58
 2140  -9999999     23.12  152.48  19:53:47.72  18:49:14.4   19.66  1.34  89
 2141  -9999999     17.63  152.71  19:53:47.34  18:49:14.7   17.33  0.83   0
 2142  -9999999      4.63  142.55  19:53:46.43  18:49:04.5   19.08  0.87  57
 2143  -9999999      1.17  143.43  19:53:46.19  18:49:05.4   18.89  0.92   0
 2144  -9999999     -3.36  143.56  19:53:45.86  18:49:05.5   18.40  0.90   0
 2145  -9999999     -4.67  156.19  19:53:45.77  18:49:18.2   19.56  0.86   0
 2146  -9999999    -11.17  154.16  19:53:45.31  18:49:16.1   19.85  1.02  33
 2147  -9999999    -11.01  150.50  19:53:45.32  18:49:12.5   18.49  0.79  95
 2148  -9999999    -11.08  139.65  19:53:45.31  18:49:01.6   17.17  0.73   0
 2149  -9999999     -7.45  137.06  19:53:45.58  18:48:59.0   18.85  0.84  92
 2150  -9999999     -8.10  130.75  19:53:45.53  18:48:52.7   18.49  0.67  99
 2151  -9999999    -13.11  132.54  19:53:45.18  18:48:54.5   19.31  0.84  95
 2153  -9999999    -17.63  142.90  19:53:44.85  18:49:04.9   18.90  0.85  95
 2154  -9999999    -19.92  141.31  19:53:44.69  18:49:03.3   19.41  0.87  16
 2156  -9999999    -30.04  147.09  19:53:43.98  18:49:09.1   19.70  0.96  92
 2157  -9999999    -39.48  148.34  19:53:43.32  18:49:10.3   18.78  0.78  98
 2158  -9999999    -32.87  137.84  19:53:43.78  18:48:59.8   18.36  0.79  89
 2159  -9999999    -33.61  129.03  19:53:43.73  18:48:51.0   18.90  0.77   0
 2160  -9999999    -40.48  139.37  19:53:43.25  18:49:01.3   19.04  0.84  98
 2161  -9999999    -40.75  134.61  19:53:43.22  18:48:56.6   19.64  1.19  25
 2162  -9999999    -44.48  111.66  19:53:42.97  18:48:33.6   18.97  0.85  97
 2163  -9999999    -46.04  115.88  19:53:42.85  18:48:37.9   19.66  0.97  93
 2164  -9999999    -52.68  131.26  19:53:42.39  18:48:53.2   19.04  0.97   0
 2165  -9999999    -60.27  126.54  19:53:41.85  18:48:48.5   19.29  0.93   0
 2166  -9999999    -52.76  113.40  19:53:42.38  18:48:35.4   18.59  0.83  93
 2167  -9999999    -67.35  105.04  19:53:41.35  18:48:27.0   17.91  0.87  93
 2168  -9999999    -73.18  115.15  19:53:40.94  18:48:37.1   19.42  0.90  92
 2169  -9999999    -73.54  112.38  19:53:40.92  18:48:34.3   19.72  0.92  39
 2171  -9999999   -103.91  105.04  19:53:38.78  18:48:27.0   19.41  0.92  94
 2172  -9999999    -96.96  116.17  19:53:39.26  18:48:38.1   19.03  0.95  95
 2173  -9999999   -111.84  108.71  19:53:38.22  18:48:30.7   17.32  1.10  99
 2174  -9999999   -112.29  119.19  19:53:38.19  18:48:41.1   18.67  0.83  93
 2175  -9999999   -117.56  122.40  19:53:37.82  18:48:44.3   19.17  0.89  72
 2176  -9999999   -148.47  105.07  19:53:35.64  18:48:27.0   17.88  0.88  98
 2177  -9999999   -138.01  124.92  19:53:36.38  18:48:46.9   18.68  0.75  99
 2178  -9999999   -118.36  141.06  19:53:37.76  18:49:03.0   17.91  0.84   1
 2179  -9999999   -115.82  137.60  19:53:37.94  18:48:59.6   19.85  1.26  84
 2180  -9999999   -106.77  132.02  19:53:38.57  18:48:54.0   18.82  0.95  84
 2181  -9999999   -106.72  123.40  19:53:38.59  18:48:45.4   18.59  0.90  89
 2183  -9999999    -93.58  128.37  19:53:39.51  18:48:50.3   19.51  0.95  93
 2184  -9999999    -95.29  130.30  19:53:39.39  18:48:52.3   19.84  1.09  35
 2185  -9999999    -98.57  132.76  19:53:39.15  18:48:54.7   18.68  1.04   0
 2186  -9999999   -112.45  143.84  19:53:38.17  18:49:05.8   19.50  1.00  92
 2187  -9999999   -109.53  143.05  19:53:38.38  18:49:05.0   19.66  0.85   1
 2188  -9999999   -105.65  143.08  19:53:38.65  18:49:05.0   19.57  0.99   0
 2189  -9999999   -102.00  140.97  19:53:38.91  18:49:02.9   19.53  1.59   3
 2190  -9999999    -95.64  141.20  19:53:39.36  18:49:03.2   18.29  0.84  96
 2196  -9999999    -99.18  148.06  19:53:39.11  18:49:10.0   17.63  0.99  95
 2197  -9999999    -97.66  158.07  19:53:39.22  18:49:20.0   19.49  1.01  30
 2198  -9999999    -92.51  159.37  19:53:39.58  18:49:21.3   18.46  0.80  98
 2199  -9999999    -90.26  154.94  19:53:39.74  18:49:16.9   19.46  1.36  57
 2200  -9999999    -86.94  151.31  19:53:39.97  18:49:13.3   17.53  0.95   0
 2201  -9999999    -84.08  136.15  19:53:40.18  18:48:58.1   19.90  1.09  51
 2202  -9999999    -78.95  133.42  19:53:40.54  18:48:55.4   17.95  0.87  98
 2203  -9999999    -64.56  140.00  19:53:41.55  18:49:02.0   18.51  0.82   0
 2204  -9999999    -69.05  161.46  19:53:41.23  18:49:23.4   18.74  0.79  75
 2205  -9999999    -79.62  156.53  19:53:40.49  18:49:18.5   19.35  1.20   0
 2206  -9999999    -78.61  162.35  19:53:40.57  18:49:24.3   19.55  0.84  94
 2207  -9999999    -77.61  171.61  19:53:40.63  18:49:33.6   19.03  0.77  30
 2208  -9999999    -70.43  170.57  19:53:41.14  18:49:32.5   16.25  1.05   0
 2209  -9999999    -66.56  177.53  19:53:41.41  18:49:39.5   18.95  1.05   0
 2210  -9999999    -62.33  169.51  19:53:41.71  18:49:31.5   18.50  1.00   0
 2211  -9999999    -59.72  167.10  19:53:41.89  18:49:29.1   18.92  1.16   0
 2212  -9999999    -61.01  155.55  19:53:41.80  18:49:17.5   19.49  0.88   0
 2213  -9999999    -55.37  155.57  19:53:42.20  18:49:17.5   18.67  0.79  90
 2214  -9999999    -46.86  150.49  19:53:42.80  18:49:12.5   17.92  0.75  93
 2215  -9999999    -38.54  153.55  19:53:43.38  18:49:15.5   19.67  1.12  91
 2216  -9999999    -40.90  155.13  19:53:43.21  18:49:17.1   19.08  0.83  95
 2217  -9999999    -53.19  167.68  19:53:42.35  18:49:29.6   20.07  1.01  32
 2218  -9999999    -55.89  170.66  19:53:42.16  18:49:32.6   19.81  0.98  15
 2219  -9999999    -51.55  179.99  19:53:42.46  18:49:42.0   19.04  1.11   0
 2220  -9999999    -50.85  175.81  19:53:42.52  18:49:37.8   18.10  0.80  94
 2221  -9999999    -46.47  178.96  19:53:42.82  18:49:40.9   18.77  0.77  42
 2222  -9999999    -37.69  185.51  19:53:43.44  18:49:47.5   17.89  0.83   0
 2223  -9999999    -38.25  178.92  19:53:43.41  18:49:40.9   19.15  0.82  84
 2224  -9999999    -35.66  178.09  19:53:43.58  18:49:40.1   19.22  1.00  90
 2225  -9999999    -39.57  168.83  19:53:43.31  18:49:30.8   19.06  0.77  95
 2226  -9999999    -40.40  166.52  19:53:43.25  18:49:28.5   18.45  0.74  97
 2227  -9999999    -31.22  160.32  19:53:43.90  18:49:22.3   18.95  1.01  10
 2228  -9999999    -28.28  161.15  19:53:44.11  18:49:23.1   19.76  0.85   4
 2229  -9999999    -29.23  175.98  19:53:44.04  18:49:37.9   17.94  0.79  82
 2230  -9999999    -23.97  180.68  19:53:44.41  18:49:42.6   19.13  0.91  51
 2232  -9999999     -5.83  162.58  19:53:45.68  18:49:24.5   17.22  0.97   0
 2233  -9999999     -2.17  164.61  19:53:45.95  18:49:26.6   17.31  1.13   0
 2234  -9999999    -18.73  183.77  19:53:44.78  18:49:45.7   19.81  0.81  83
 2235  -9999999    -17.53  188.19  19:53:44.86  18:49:50.2   18.92  0.93  64
 2236  -9999999    -14.42  185.45  19:53:45.08  18:49:47.4   19.77  1.10  85
 2237  -9999999    -11.36  187.41  19:53:45.30  18:49:49.4   19.39  0.85  19
 2238  -9999999     -8.51  191.75  19:53:45.51  18:49:53.7   19.12  0.86  85
 2239  -9999999     -5.64  187.07  19:53:45.70  18:49:49.0   17.04  0.94   0
 2240  -9999999     13.86  178.39  19:53:47.07  18:49:40.4   18.96  0.85  91
 2241  -9999999     11.32  172.63  19:53:46.89  18:49:34.6   19.88  0.98   0
 2242  -9999999      7.91  166.71  19:53:46.65  18:49:28.7   19.27  0.95  49
 2243  -9999999     14.16  163.25  19:53:47.10  18:49:25.2   19.57  1.00   8
 2244  -9999999     16.64  158.73  19:53:47.27  18:49:20.7   18.63  0.82  94
 2245  -9999999     18.63  161.93  19:53:47.41  18:49:23.9   18.17  1.11   0
 2246  -9999999     20.27  165.93  19:53:47.53  18:49:27.9   18.48  0.90   0
 2247  -9999999     17.59  179.10  19:53:47.34  18:49:41.1   19.75  1.06   8
 2248  -9999999     22.72  180.59  19:53:47.70  18:49:42.6   17.95  0.70  94
 2249  -9999999     27.21  186.13  19:53:48.01  18:49:48.1   18.44  0.89  63
 2250  -9999999     32.01  184.07  19:53:48.36  18:49:46.0   15.56  0.82   0
 2251  -9999999     27.38  155.90  19:53:48.03  18:49:17.9   18.87  0.89   0
 2252  -9999999     29.92  157.12  19:53:48.20  18:49:19.1   19.37  1.10  23
 2253  -9999999     34.38  155.99  19:53:48.52  18:49:18.0   19.30  1.03   0
 2254  -9999999     35.08  161.40  19:53:48.57  18:49:23.4   18.65  0.74  81
 2255  -9999999     42.29  171.53  19:53:49.08  18:49:33.5   18.39  0.99   0
 2256  -9999999     44.94  184.28  19:53:49.26  18:49:46.2   19.22  0.97   0
 2257  -9999999     47.70  177.49  19:53:49.45  18:49:39.5   17.37  0.89   0
 2258  -9999999     54.00  184.73  19:53:49.90  18:49:46.7   14.51  1.19  99
 2259  -9999999     58.94  184.59  19:53:50.24  18:49:46.5   18.40  0.88   0
 2260  -9999999     64.49  176.84  19:53:50.64  18:49:38.8   18.77  0.76  91
 2266  -9999999     65.49  173.36  19:53:50.70  18:49:35.3   19.46  0.81  96
 2267  -9999999     55.67  165.56  19:53:50.02  18:49:27.5   18.92  0.80  94
 2268  -9999999     54.01  156.20  19:53:49.90  18:49:18.2   18.83  0.79  96
 2269  -9999999     49.03  156.07  19:53:49.55  18:49:18.0   19.68  0.86  74
 2270  -9999999     65.08  154.59  19:53:50.68  18:49:16.5   17.54  0.93  50
 2271  -9999999     71.02  181.18  19:53:51.10  18:49:43.1   17.56  0.87  93
 2272  -9999999     76.94  177.68  19:53:51.52  18:49:39.6   19.41  1.24   0
 2273  -9999999     79.01  175.98  19:53:51.67  18:49:37.9   18.67  0.91   0
 2274  -9999999     81.77  164.75  19:53:51.86  18:49:26.7   18.85  0.78   0
 2275  -9999999     88.10  168.33  19:53:52.30  18:49:30.3   18.98  0.73  89
 2276  -9999999     88.61  162.19  19:53:52.34  18:49:24.1   19.35  0.85  88
 2277  -9999999     97.96  160.92  19:53:53.00  18:49:22.9   16.07  1.09  98
 2278  -9999999     96.76  154.12  19:53:52.91  18:49:16.1   19.65  1.06   0
 2279  -9999999     91.14  156.05  19:53:52.52  18:49:18.0   19.51  0.88  89
 2280  -9999999     93.98  151.39  19:53:52.72  18:49:13.4   17.81  0.84  39
 2281  -9999999     83.58  139.52  19:53:51.99  18:49:01.5   19.60  0.88  88
 2282  -9999999     92.56  132.02  19:53:52.61  18:48:54.0   17.84  0.79  72
 2283  -9999999     95.83  129.39  19:53:52.85  18:48:51.3   17.40  1.04  73
 2284  -9999999    108.78  158.86  19:53:53.75  18:49:20.8   17.93  0.77  98
 2285  -9999999    114.76  152.27  19:53:54.19  18:49:14.2   18.10  0.82   0
 2286  -9999999    111.07  133.73  19:53:53.92  18:48:55.7   18.56  0.80   0
 2287  -9999999    116.53  146.59  19:53:54.31  18:49:08.5   19.97  0.80  71
 2288  -9999999    121.01  148.00  19:53:54.62  18:49:10.0   18.42  0.70  93
 2289  -9999999    124.21  147.09  19:53:54.84  18:49:09.0   18.79  0.76  33
 2290  -9999999    127.33  145.19  19:53:55.06  18:49:07.1   17.87  0.80  99
 2291  -9999999    125.53  150.16  19:53:54.93  18:49:12.1   18.71  0.86  57
 2292  -9999999    136.60  140.94  19:53:55.72  18:49:02.9   16.52  1.34   0
 2293  -9999999    121.20  140.23  19:53:54.64  18:49:02.2   18.14  0.81  83
 2294  -9999999    120.50  135.74  19:53:54.58  18:48:57.7   19.64  0.99  68
 2295  -9999999    119.93  128.21  19:53:54.54  18:48:50.2   19.01  0.98   0
 2296  -9999999    118.13  121.01  19:53:54.42  18:48:43.0   19.32  0.84  88
 2297  -9999999    122.09  117.01  19:53:54.69  18:48:39.0   18.32  0.84  97
 2298  -9999999    130.46  118.32  19:53:55.28  18:48:40.3   17.02  1.29   2
 2299  -9999999    142.62  127.45  19:53:56.14  18:48:49.4   16.25  0.97  98
 2300  -9999999    141.04  120.51  19:53:56.03  18:48:42.5   17.76  0.78  88
 2301  -9999999    139.02  107.41  19:53:55.89  18:48:29.4   19.86  0.91  89
 2302  -9999999    140.13  105.04  19:53:55.96  18:48:27.0   19.91  0.98  82
 2303  -9999999    152.91  105.60  19:53:56.86  18:48:27.5   16.07  0.81   0
 2304  -9999999    161.30   99.95  19:53:57.45  18:48:21.9   19.33  0.83  67
 2308  -9999999     36.67 -180.55  19:53:48.69  18:43:41.4   17.77  0.80  66
 2318  -9999999    -13.81 -202.42  19:53:45.13  18:43:19.5   18.00  0.83   0
 2320  -9999999    118.81 -147.43  19:53:54.47  18:44:14.5   16.85  0.80  71
